brand,primaryCategories,reviews.numHelpful,reviews.rating,reviews.text
2,Health & Beauty,,3,Ordered these for items i received from Amazon and they were packagedwell and preformed perfectly. Will definitely order moreAmazonBasics batteries. Da HYP
0,Electronics,0.0,2,This does everything your smart phone does but with a larger screen for easier browsing and input.
2,Health & Beauty,,4,Love these batteries. they work FOREVER!
2,Health & Beauty,,4,they work. good price. as expected
2,Health & Beauty,,3,As expected
0,Electronics,0.0,3,Very durable for a child. Offers more than one user so everyone can read their favorite books.
2,Health & Beauty,,4,Work just as good as the name brands out there.
0,Electronics,0.0,3,"It does what I need it to do, but a few to many apps that are not needed."
2,Health & Beauty,,3,First time user seems comparable to EverReady
0,"Toys & Games,Electronics",0.0,2,You get what you pay for. Playtime works when it wants to. Went on a long trip and the videos we downloaded had issues playing most of the time. My son is almost 2. He gets bored of it quickly. The pros are the price and it is well protected externally.
2,Health & Beauty,,4,I have a full load of batteries
2,Health & Beauty,,1,"The longevity of these batteries is nothing special. They do not compare to Duracell or Energizer alkalines. After reading the reviews, I was greatly disappointed. I used them, among others, for a wall clock and remote controller. Their longevity is no better than alkaline batteries marketed and sold by Walgreen's for example. Take this into consideration before you buy them."
0,Electronics,0.0,3,Tablet is easy for children to use and the battery lasts!
2,Health & Beauty,,3,"Good Value for the amount of batteries you receive.Great for TV Controllers, basic items. Gaming Controllers eat through these rather quickly."
0,Electronics,0.0,3,I bought the Fire HD 8 & CaseI use it mostly for class..works very good..would be better if it had BlueTooth.
0,Electronics,1.0,0,Gave it to my granddaughter and she loves it..I want to buy one for myself....
0,Electronics,0.0,3,I've love kindles for years and was looking for a bit larger reading area. That is what I got and more. I very satisfied EXCEPT it just goes blank repeatedly and for no apparent reason stay on and I am back to satisfaction.
2,Health & Beauty,,1,"Very disappointed with these batteries. I was using them in a wall clock. The clock repeatedly did not work after a new battery was put in. I figured the clock was no good, since the batteries were new. Bought a new clock, same thing happened. Decided to test the batteries prior to installation. I found that of the twenty batteries I tested, only 2 tested good. So therefore, my first clock probably wasn't bad in the first place, the batteries are faulty. I still have 12 batteries left to test, but I not hopeful that these will be any better."
0,Electronics,0.0,3,I bought this for husband for Christmas. He loves it. It fits his needs perfectly. I would recommend this product.
2,Health & Beauty,,0,Batteries very week. Would Not Work IN Several devices.
2,Health & Beauty,,1,These do not hold charge for long.
0,Electronics,0.0,3,I am familiarizing my self with no conclusion to say something about it now.
0,Electronics,0.0,3,"I believe this' a great item, my sister has 1 and we liked it that's what prompt us to get one"
0,Electronics,0.0,3,Brought for my daughter and she loves it. Wish it had more Google stuff on it
2,Health & Beauty,,4,The Amazon batteries seems to have an acceptably long life compared to much more expensive brand names. My one complaint is that they recently upsized the box the smaller package was much more convenient to store the batteries in.
2,Health & Beauty,,1,Not great for remote control car.
2,Health & Beauty,,3,Great investment. I wouldn't rely on them in a high powered devices (even though I haven't tried them in anything other than computer mice and remote controllers) but I still have 90 of the batteries even after half a year of lying around. Great investment on batteries for when you need them.
0,Electronics,0.0,3,Tablet is working good for what we wanted it to do.
0,Electronics,0.0,3,We have an iPad but bought this for the kids unlimited prime content. We have enjoyed it and it has a lot that the iPad doesn't. The menu could be more friendly but I like the parental limits it has.
2,Health & Beauty,,3,They don't last as long as the brand name but are good enough considering they are much cheaper.
2,Health & Beauty,,4,Great value
0,Electronics,0.0,3,Bought this to get the dual cameras AND THE EXPANDABLE STORAGE!!!!...love it for its size and other features. Battery life is good. Graphics and resolution good.
0,Electronics,0.0,3,"Can't beat for price,feels expensive but isn't. Does all the basics"
0,Electronics,0.0,3,I bought this tablet for myself because I bought the 8 gb one for my 6 year old and was so impressed with it that I bought myself the 16 gb one
0,Electronics,0.0,3,I love the Amazon Tap. The sound is great and it's completely portable. It lacks the convenience of touch free voice command but it cost less to compensate. Excellent product for the money!
0,Electronics,0.0,3,It was a gift for someone who is 10 and loves to read. She likes that she doesn't have to carry books
2,Health & Beauty,,4,good batteries for the price. i will order again
2,Health & Beauty,,4,"use these batteries specifically for amazon devices, they give long lasting performance."
0,"Toys & Games,Electronics",1.0,3,But the youtube app has so many ads it has the kids on all kinds of stuff.
2,Health & Beauty,,4,Seems to work like every other battery. Just less expensive!
2,Health & Beauty,,3,ok
2,Health & Beauty,,3,"As advertised, I have not had any problems."
0,Electronics,0.0,3,"I've had iPad mini's before so this tablet in my opinion can't compare. However, that being said. I bought this tablet for the purpose to watch Netflix and read books on. In my opinion it handles these two task perfectly. The screen isn't as clear and crisp like other tablets but hey I didn't pay $300 for it either. I like this size and it seems fast. I'd have to say I like it a lot. On another note, I'm giving this review only 4 stars because i am absolutely annoyed at Best Buy and their shipping. This is about the 3rd time I've ordered a product and had it shipped to me and Best Buy said it would be here at a certain date and UPS screws It up every time. Don't have any issues anywhere else but always when I order from Best Buy and have it mailed to me. Anyways, the tablet is good for the price and I'd recommend it over any other lower end teblets."
2,Health & Beauty,,4,For the price you can't get a better battery
2,Health & Beauty,,4,It was great
2,Health & Beauty,,4,great savings
0,Electronics,0.0,3,A great watch. I bought it for the heart rate feature and it is pretty accurate.
0,Electronics,0.0,3,"The Amazon Fire HD8 16GB is a excellent value and performs accordingly for it's price-point. It cannot be compared with a mini-ipad at a fraction of the price. The other drawback is the , limited apps as compared to the apple store or even google store. Yes, the google store can be loaded with a little difficulty. All in all for the money, it;s a nice little tablet."
2,Health & Beauty,,1,"They're cheap but we went through these in less than half the time of the previous pack of the same, which was Duracell. I was hoping the brand wouldn't matter but it seems that in this case, it does."
2,Health & Beauty,,4,Work Fine.
2,Health & Beauty,,4,cheap and are working great!
0,Electronics,0.0,3,Great tablet! My son really likes it to read and also to play games!
0,Electronics,0.0,3,The Fire HD 8 was a replacement for my grandsons Samsung tab 7. I was pleasantly surprised how nice this tablet is for the price. I would of gave it a 5 but it’s a little slow at times but don’t let that hold you back from purchasing this. Nice screen looks great with videos. Volume is a little weak but not bad.
0,Electronics,1.0,3,For the price guy cannot beat it great for watching videos or streaming television.
0,Electronics,1.0,3,"Easy operation, great product, not a fan of the shiny screen, hard to see in sunlight"
0,Electronics,0.0,3,I bought this for my mom on her birthday. She loves it. It big enough and easy for her to navigate.
0,Electronics,0.0,3,"Great little product for the price. Not the best camera, but it doesn't claim to be. ."
2,Health & Beauty,,4,A value.
2,Health & Beauty,,4,great deal
0,Electronics,47.0,1,"I purchased my Kindle2 in March of 09 - and it came with this adapter and cord. It is now October 09, and the small part of the adapter for this cord has stopped working. Fortunately, I was able to plug the CORD part into my laptop's USB port, and charge the Kindle that way. While plugged into a wall socket using Amazon's adapter, it does not charge at all (no light, no charge, no nothin'). I tried using the USB/Power adapter for my iPod, but the charge light blinked intermittently, and it seemed to drain the Kindle's battery. I have only had this for 9 months. I think the adapter should last longer than that. Preferably, Amazon could/should have come up with an interface that allows the use of adapters we already have - like for our phones or iPods. It's not rocket science... but it IS marketing. I came online to purchase the replacement, but I'm not sure I want to buy the same thing.... I have both the original Kindle and the Kindle2, and I love the product, but with this adapter, I have to ask.... Why"
2,Health & Beauty,,2,Great price but not long lasting in comparison to higher priced competitors. I got about 1/5 of the life I would with Duracell.
0,Electronics,0.0,3,It was a good gift for the price and had many features and options
2,Health & Beauty,,4,Great package.
2,Health & Beauty,,3,"Don't seem to last as long as Ray-o-vac but the price is right. My impression is subjective, I haven't done any controlled tests."
2,Health & Beauty,,4,Yay! The best price and great quality
2,Health & Beauty,,4,Bunch of AA batteries. Been working fine. Seems to be a good value.
0,Electronics,0.0,3,We only use it for streaming Hulu and playing a few games but it's held its own so far.
2,Health & Beauty,,2,I buy a lot of these. I don't think that the longevity is exceptional but they are inexpensive in bulk. Worry about recycle maybe need to consider rechargeables
2,Health & Beauty,,4,Amazing so far. These AAA's are even more affordable than the brands at WalMart. Will update if they end up not being good.
0,Electronics,0.0,0,"If adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. Geek squad could not fix this problem, seems to be a manufacturer's issue. Also, there are too many adds. I returned this product."
2,Health & Beauty,,2,"For the price, you can't really go wrong. But they don'5 last long.The only problem is that the battery life is not long at all. If you are using these in a TV Remote (or similar remotes) they will last 3-4 months.If you use these in a flashlight or power toothbrush (or similar items), they only last about a month.It seems that these don't last long in items that you need to use daily for longer periods of time. But, if you are using these for a TV/STB Remote or a holiday decoration that plays music, they will last much longer (approx 3-4 months)."
0,Electronics,0.0,2,"I like this tablet. I had a nook, the fire has more memory, bigger screen and lower price. The downside? The Amazon Fire is so ridiculously proprietary that I cannot watch any of my movies on it from my nook. This is becoming industry standard. Too bad."
2,Health & Beauty,,3,"What can I say... I need them, they work, and they're less expensive."
0,Electronics,0.0,3,I bought this tablet to replace another one I had that ran to slow and had barely any storage space and so far so good! I've been using it for a few hours everyday for about a week and haven't had to recharge yet! The tablet runs quickly opening browsers and apps. It has more storage than my other tablet and has an SD card port. Even though it's an 8in screen it does it feel like it because the pictures are so vivid. So far the only thing I don't like is that you can't mirror or cast it to a TV or computer screen. Other than that it seems to work great.
2,Health & Beauty,,3,Much better quality than the Eveready batteries I normally purchase at a discount store. My telephone headset eats through batteries which is why I don't like to spend too much on them - the first time I used these batteries they outlasted them!
2,Health & Beauty,,0,Literally the worst battery I've ever had. I've used them in different types of products and they are DEAD WITHIN A WEEK every time. Go to the dollar tree and save yourself some money and a headache
0,Electronics,0.0,3,Overall I think the Kindle Fire HD is a great product. No complaint so far.
0,Electronics,0.0,3,This is a replacement kindle my old one was a second generation this is a 7th generation really like it
2,Health & Beauty,,4,"good product, fast shipping"
0,Electronics,0.0,3,"We bought this for our toddlers, and so far seems to hold up well with them. Some quirky rules with Amazon and accounts with product, but overall good for what we need."
0,Electronics,0.0,2,OK for the price. Used for games and checking emails. Haven't explored other uses at this time
2,Health & Beauty,,4,Very good
2,Health & Beauty,,0,Worst batteries ever. They have a short life in every item I used them in. One example (but similar with all devices): I have a battery operated clock that needs the batteries changed every 3 years. I need to change these every three months. Will never purchase these again.
0,Electronics,0.0,3,This product was easy to set up and to use. Works great and has expandable storage which is nice.
0,Electronics,0.0,2,Good for alittle ones for games and movies picture not so clear but not expensive
0,"Toys & Games,Electronics",0.0,3,Great for kids! Very good size and light. Kids love it.
2,Health & Beauty,,4,Great
2,Health & Beauty,,4,Haven't had to use them yet but I am sure they will do the job!!!
0,Electronics,0.0,3,Currently setting everything up on it but so far so good.
0,Electronics,0.0,3,We use this for streaming and games. It is a great value for the money.
2,Health & Beauty,,4,good price and good stuff
0,Electronics,0.0,3,very easy to set up and use. seems to be good quality
2,Health & Beauty,,1,"While most, modern day batteries no longer contain mercury, the Amazon basics battery line unfortunately does. Which means they're bad for the environment, and not able to be disposed of other than in appropriate hazardous waste. I'll spend the extra few dollars and buy a name brand"
2,Health & Beauty,,3,As advertised
2,Health & Beauty,,0,Just put them in 3 days ago and already dead. Going with the name brand next time.
0,Electronics,0.0,3,"This was a gift for grandchildren. I am sure they will love, seeing they used the older one we have."
2,Health & Beauty,,4,"Great product, good price"
2,Health & Beauty,,0,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.
2,Health & Beauty,,4,Great deal
0,Electronics,0.0,3,Nice tablet for my one year old daughter...however we are still trying to find out how to operate tablet programs without wifi.
2,Health & Beauty,,2,Batteries. They work.
2,Health & Beauty,,4,reliable affordable
0,"Toys & Games,Electronics",0.0,3,I like that the tablet has child settings and time usage. Very helpful in setting time limits.
0,Electronics,0.0,2,Unable to download the Instagram app. which stinks
2,Health & Beauty,,4,A very good battery for the price.
2,Health & Beauty,,4,They're definitely good batteries! What a bargain. I recommend this if you have a lot of AAA toys.
0,Electronics,0.0,0,Not able to play youtube that's what my daughter likes.
0,Electronics,0.0,3,Got it as a gift and they loved it. Was told it works great and very efficient.
2,Health & Beauty,,1,"In my opinion these did not last anywhere near as long as Duracel in things like LED candles (which is crazy) and trail cameras. Cameras were not exposed to cold temps more or less than other batteries. WE buy in bulk for the north house. Amazon Basics is great for things like sheets and beeding and towels. In my opinion the battery life, in the large package of aaa and aa size we purchased were lacking."
2,Health & Beauty,,0,"These batteries literally only last 15 minutes inside of each device I put them in. When I researched the product, they told me the only way was to spend 50 on the recharger for these batteries. I personally do not buy batteries to have to spend more than what I spent on them in whole to have to buy a whole other product to recharge them. Worst amazon product I ever wasted my money on"
2,Health & Beauty,,2,They didnt last as long as duracells
0,Electronics,0.0,2,bought this during black friday (actually Thursday). ok for price. but not cool i had to buy extra storage for not a great price.
0,Electronics,0.0,3,Bought a couple for my kids for xmass and they love them.
0,Electronics,0.0,3,Got it as a gift and they loved it. Was told it works great and very efficient.
2,Electronics,,3,"This is simple, well made and appears to be durable. The size means that I can sit in my favorite chair with my laptop. Other units that I have used were either larger than I wanted, or overly complicated and subject to breakage."
2,Health & Beauty,,0,Maybe I received a defective batch but these are so bad.No longevity at all. Used up within 2 weeks whereas the branded ones last 2 months!I will not purchase them again regardless of the lower cost.
0,Electronics,0.0,3,Currently setting everything up on it but so far so good.
0,Electronics,0.0,3,Pretty cool kids love it. Always adding things to my grocery list I didn't want.
0,Electronics,0.0,2,"I bought the 8"" version on impulse because of an excellent offer on Black Friday. As an Amazon product, it offers Amazon apps. While you can get Google Play apps, it requires some hoops. I just discovered I can't save movies from Netflix because that only applies to the HDX version. So this product has limits. But used as a Kindle reader, or to get email via wifi, or other uses (wifi only) while traveling where you wouldn't want to take an expensive device, it is a good choice."
2,Health & Beauty,,4,Good product. Got it quickly.
2,Health & Beauty,,4,"Amazing Value, they shipped free on Amazon Prime and they are as good as any other."
2,Health & Beauty,,4,Product works as described. Great value.
0,"Toys & Games,Electronics",0.0,3,Bought this for my 3 year old and it is great. Wish it had a bit more storage but overall very happy with my purchase.
2,Health & Beauty,,3,"So far, so good. They are what they are supposed to be. I will check back after using and see if they have long life. BTW, packaging is very good."
0,Electronics,0.0,2,Bought this for my my daughter. Good for slower games. Kind of slow loading pages and when watching videos
2,Health & Beauty,,3,great for the price
0,Electronics,0.0,3,This has a lot of great features for kids and for parents who want to protect them. My kids love having their own.
0,Electronics,0.0,3,Great for media consumption. Screen seems sharp enough unless you get unbearably close to it. Wifi connectivity is good. Speakers sound poor but I didn't expect any better from an 80$ tablet. Have had this tablet since November and is still going strong. Only complaint is the slow charging. but it isn't too bad.
2,Health & Beauty,,3,"Arrived on time, battery doesn't last very long though even when fully charged, so that's my only concern."
0,"Toys & Games,Electronics",0.0,1,"When this item is charged it works great, but it takes too long to charge. Asking my 3 year old to wait about 3 hours (no exaggerating) is a bit much. We have tried to buy a new charger and it still takes just as long. My niece has this same tablet and it take about 45 minutes to charge once it is fully dead"
2,Health & Beauty,,0,I had to go through half of the box to find four batteries that work. Pay a little more for quality batteries that work.
2,Health & Beauty,,4,Can't beat the price!
2,Health & Beauty,,4,good product and will order more.
2,Health & Beauty,,0,BRUTAL! THEY DONT LAST LONG AT ALL!
2,Health & Beauty,,4,Work as good as Duracel and cost less. Not much else to say.
2,Health & Beauty,,4,"Great value, work as expectedFit as expected in devices"
0,Electronics,0.0,3,"This tablet is perfect for my mom. She primarily uses it for playing games, the calendar and taking pictures. The camera is a decent camera for a 7"" tablet. Hopefully she'll use it to read books and magazines as well."
0,Electronics,7.0,3,This speaker's forte is it's drop and charge ability. It does connect with no issues to whatever you have it paired with. The sound quality though is ok...Def not very loud and lacks the lows. But for a small portable speaker which is not expensive I would recommend it.
0,Electronics,1.0,3,the reader is very compact so it can easliy fit into a bag or pocket. The auto light feature is also a plus.it takes a little bit to get adjusted to the side tabs and presume that future versions of this device will be improved upon.
2,Health & Beauty,,4,They're batteries. They make small devices work. What more is there to say
2,Health & Beauty,,3,Good value here. They seem to last as long as the standard Duracell batteries that we used to buy.
0,"Toys & Games,Electronics",0.0,3,great tablet for kids with amazon bonuses. don't have to worry about what content my kid is accessing.
0,"Office Supplies,Electronics",0.0,3,Great Tablet.Performs very well so far.Pictures and graphics are of very good quality.
2,Health & Beauty,,4,good
0,Electronics,0.0,3,"I read a huge number of books in Kindle format. This Kindle Fire is perfect for that. It's just the right balance between screen size and easy carrying. It also is great for Audible users (you will want to install a micro SD card, though). You can also use it to watch Netflix and the like, although I don't. As a tablet, it leaves a lot to be desired. If you are looking for a tablet, give this a pass. It has a lot of system lag, and Wifi reception is terrible even in areas where other devices show a strong signal!Also, you should know that you can't access any apps on the Google Play store; it's locked into Amazon. None of that bothers me because like I said, I only use it to read/listen to Kindle books, and this device works perfectly for that. Bottom line: if you just want a Kindle reading platform with some extra functionality, this will work well for you. If you're looking for the full Android tablet experience, look elsewhere."
2,Health & Beauty,,1,TERRIBLE! Barely lasted three hours during a digital camera shoot where Duracell lasts multiple days.
2,Health & Beauty,,3,great
2,Health & Beauty,,0,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free."
0,Electronics,0.0,2,"A good starter tablet, but very very slow. Don't expect and I Pad savy child to enjoy this. But for a true beginner it would be fine."
2,Health & Beauty,,0,They don't work. Still to regular brands.
2,Health & Beauty,,1,batteries last a fraction of the time that most of the other well known battery brands do
2,Health & Beauty,,0,"Shortest battery life I have ever experienced, using a Microsoft BlueTooth mouse that I have had for years, and have never experienced a shorter time between changing batteries than with these Amazon batteries! Duracell even Energizer or Maxell are far superior given my long decades of experience. Bah Humbug to Amazon on this one."
0,Electronics,0.0,3,My kids have enjoyed using this device. They have downloaded games and shows.
0,"Toys & Games,Electronics",0.0,3,My 3 year old daughter loves playing on her fire. The apps are all very entertaining and easy enough for her to use.The only thing I have had difficulty with is accessing youtube or the internet.
2,Health & Beauty,,4,Great value. I haven't had any problems with them.
2,Health & Beauty,,3,This is as good of a glove as you will find for the money. Be aware the when ordering they are extremely small if you normally wear a large an extra large will still be tight and need some break in time. Order at least one size bigger
2,Health & Beauty,,4,Very long lasting batteries for a great price
2,Health & Beauty,,1,One in every three of these has leaked battery acid in a matter of days l.
2,Health & Beauty,,3,good battieries
0,Electronics,0.0,3,"Works great but wants you to buy subscription to get some music you may like, just found out it supports dish network"
0,Electronics,0.0,3,"My daughter loves playing with this. There are so many features, that it keeps her busy."
2,Health & Beauty,,4,Good price and good product.
2,Health & Beauty,,3,Great item
2,Health & Beauty,,3,Not sure what else to say other than these are cheap batteries. Great price.
2,Health & Beauty,,3,Batteries are batteries these seemed fine for us! They lasted the whole Taylor Swift concert! Don't really know how long they last total.
0,Electronics,0.0,3,just what I was looking for to putin my guest room. It has a good picture
0,Electronics,0.0,0,Gave it to my granddaughter and she loves it..I want to buy one for myself....
0,Electronics,0.0,3,she loves it she is 6yrs old and it fits her level well and she just loves it
0,"Toys & Games,Electronics",0.0,2,"I purchased this for my 4 year old to play. It was not as user friendly as described and VERY slow. It keeps pausing and freezing up, which is frustrating for anyone using it. I was told that I would receive 20 off of the prime subscription, however, that was not offered when registering this product. It may be good for some, but it was not a good fit for us."
0,Electronics,0.0,3,"This tablet is not a high-tech state-of-the-art Speed Demon, but on the other hand it is more than good enough for daily use. The two biggest benefits to me are that it now comes with Alexa built in, and, you can download Amazon movies to the device to watch offline, for example on an airplane. These two features alone make it worth the very reasonable price."
0,Electronics,0.0,3,"This tablet has been very satisfactory in functionality. Good cushioning on the outer case (better than another tablet I had purchased previously), still pictures & video are pretty good. No problems with accounts, parental controls & wireless connection. Overall a good tablet for kids."
2,Health & Beauty,,4,best deal
0,Electronics,0.0,3,"Works great, good price. Would buy it again. Kids have great time with it."
0,Electronics,0.0,3,"This is the third Fire we've purchased, and Amazon finally made this level memory-upgradable. That has made all the difference. I bought Fire tablets for use as a 'kid tablets', for which they work great...until you run out of memory. 8GB is practically nothing these days (I remember when having 64kb was a HUGE upgrade to my Atari!) so being able to toss in a memory card give my kids much more utility."
2,Health & Beauty,,4,These are done long lasting batteries. They work great
2,Health & Beauty,,4,Good Price
2,Health & Beauty,,3,Great. Works like any other battery.
2,Health & Beauty,,2,Don't last as long as Duracells.
0,Electronics,3.0,3,"I bought this because it was 30.00 off for the early Black Friday sale and it doesn't need to be charged every day like my fire tablet. (Which is very annoying to have to stop reading because the battery is dying). This stays charged for days! This works great during the day and I bought a Energizer book light for 6.99 that clicks on it. The book light works just fine for night reading. Only con is the magazines I downloaded are not in color which I miss,so I will use for books only. I like the size and I able to carry it in my purse and read as I commute."
2,Health & Beauty,,4,great
0,Electronics,0.0,3,"I bought it for friend of mine, he really liked it."
2,Health & Beauty,,4,FINE BATTERIES AT A WONDERFUL PRICE
2,Health & Beauty,,3,"not Great, not bad for the price"
2,Health & Beauty,,4,excellent value
2,Health & Beauty,,4,JUST AS EXPECTED
2,Health & Beauty,,4,great value
2,Health & Beauty,,3,"Exactly what it says basic haha, great product not the best, but definitely worth the price."
2,Health & Beauty,,4,Great price will be purchasing again!
2,Health & Beauty,,4,great inexpensive product which works wonderfully...
0,Electronics,0.0,3,He loves electronics around Christmas so this was right up his alley! He loves telling Alexa to do things like turn up the thermostat or to play songs
2,Health & Beauty,,4,good
2,Health & Beauty,,2,Sorry to say I've been disappointed with these. They didn't last as long in my remotes and RC transmitters as even other store brand alkaline batteries.
0,Electronics,0.0,3,Nice size screen easy and light weight to take to class
2,Health & Beauty,,0,"Had my first battery leak from the package. Installed batteries in November 2016 in house thermostat, so a fairly important device. Not sure when the leak began, but was discovered today (1/13/2017 - little more than two months later) after the furnace was running non-stop and house temperatures reached over 80 F. Checked the batteries and found one had leaked all over the contacts and battery holder in the thermostat."
0,Electronics,0.0,2,"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :("
2,Health & Beauty,,3,Produces DC voltage
2,Health & Beauty,,4,"Everything we have around the house uses batteries, so we go through them fast. I like purchasing in bulk because I don't have to purchase them as often and they are a little cheaper that way. I was a little nervous to purchase the AmazonBasics brand, because I wanted to make sure that I purchased a quality battery. We normally purchase Duracell.I am happy to see that the quality is just as good as the other brands we've purchase and at a fraction of the cost.We will be purchasing these again in the future."
2,Health & Beauty,,1,price is good... look good on paper.. some i have are bad.. after few times use .won't buy again unless quality goes up..
2,Health & Beauty,,4,Well worth it for the price..
2,Health & Beauty,,4,great Product
2,Health & Beauty,,3,good price...........batteries work
0,Electronics,0.0,3,It is perfect as a secondary tablet for my son to take on the road.
0,Electronics,0.0,3,"This product was purchased for my son to use with another product that required this particular tablet. I think compared to other brands we have or have had this one is pretty good, easy to operate, and I like that the parent has to approve of the settings and games/activity for the child to use. I would however like to see this product allow google accounts to hook up with it so that way you can get stuff from google play on it that amazon store doesn't have!"
2,Health & Beauty,,4,great find great buy for all batteries
2,Health & Beauty,,4,BUY THE BEST OR SUFFER LIKE THE REST
2,Health & Beauty,,1,I bought these for remotes in my home. I'm constantly having to change them and sometimes the brand new batteries don't work.
0,Electronics,0.0,3,"This is a great tablet. I got it on Black Friday at an amazing price. The downside: a lot of features are only available to Amazon prime and audible members with an expensive membership fee and the selection of apps is limited. But on the other hand it’s inexpensive, the Alexa app is useful, games run ok, the display and photo quality is good and it’s easy to handle. For music and books I recommend an additional memory card - I use a 128GB - which works fine."
2,Health & Beauty,,3,Only time will tell if they leak like some many Duracells or Kirkland brand.
2,Health & Beauty,,4,You can't go wrong buying 48 double A batteries for 13 bucks.
0,Electronics,0.0,3,"I had the original kindle fire for ten years and I loved it. But it broke on me and I decided on this one after looking at all the upgrades from the original. It let's you do so much more, but some of the tutorials (like for the internet) weren't helpful."
2,Health & Beauty,,0,"These batteries suck!!!!!!Stay away from them! Read bad reviews, they last only weeks."
0,Electronics,0.0,3,Bought it for my wife who reads a lot of books. She loves it!!
0,Electronics,0.0,3,"It is a good tablet, but is a little slow downloading apps"
0,"Toys & Games,Electronics",0.0,2,"I bought 2 of these tablets for my two youngest children. They had a lot of options to chose from as far as children apps go, but they were already familiar with the iPad since they stole mine all the time. Lol. That made it hard for them as well as myself to figure out how to use at first. Besides that, it's a good product."
2,Health & Beauty,,3,One of the best deals on batteries Ive ever gotten. I feel like they are just about as good as Duracell or Energizer but for this price you cant deny the value. Ill be buying Amazon batteries in bulk like this from now on. It's close enough to the major brands for me to switch and enjoy the value.
2,Health & Beauty,,4,Work great haven't replaced any yet!
2,Health & Beauty,,4,Product was as expected
2,Health & Beauty,,0,Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.
2,Health & Beauty,,3,"works fine. don't know if they are better than name brands, but they do job for me."
0,"Toys & Games,Electronics",0.0,1,"Seemed to be fine as Chtistmas gift for granddaughter. However, today she reported that it wouldn't turn on or charge today. Supposed to have two year unconditional guarantee. Don't know where to take it."
2,Health & Beauty,,4,"Good batteries for the price, if u have kids this is the way to go"
2,Health & Beauty,,4,"Love this product.Excellent power for the money.Thank you very much,Mark S. Koslosky"
2,Health & Beauty,,3,good buy
0,Electronics,2.0,3,Nice starter tablet for my nephew. Does what we need it to do.
0,"Office Supplies,Electronics",0.0,3,"Got it as a gift for my dad, so far so good.Didn't not realise the special offers are ads, spend more money to buy the one with out them.Also hate the fact they removed the wwan connection, you now need wifi to connect to the store."
2,Health & Beauty,,4,good pricing
2,Health & Beauty,,3,good value
0,Electronics,0.0,3,Decent tablet. Access to kindle and pretty much all your google apps.
0,Electronics,0.0,3,The battery charge life is extended and everything else is fine.
2,Health & Beauty,,2,Seems to work well
0,"Toys & Games,Electronics",0.0,3,"It's a good tab for the kids, keeps them busy. Wish the speed was faster."
2,Health & Beauty,,4,Amazing!
0,Electronics,0.0,3,My kids love the fact that it was very little and they could play with it
2,Health & Beauty,,1,Bummed. These batteries do not last long! Good for things like a clicker or something that isn't used often but we used these for Xbox one controller. With maybe 2 hours usage a day I've had to switch them out once a week.
0,Electronics,0.0,2,Great for the kids but not much space for all the apps they want.
0,Electronics,0.0,3,Will buy this product at this price range again if needed.
2,Health & Beauty,,0,"These batteries wore out much too quickly. I almost replaced the weather station after it went through 2 sets of batteries in about 1 month. Luckily, something else with the same kind of batteries burned out the same day and I realized that the batteries were bad, not the electronics. ."
0,Electronics,0.0,3,Quality product at a reasonable cost. Travels anywhere.
0,"Toys & Games,Electronics",0.0,2,There's not much difference in the regular Kindle. Wait till it goes on sale.
0,Electronics,0.0,3,"The tablet is great and I like the warranty that it comes with, but I don't like the charging port. The wire that comes with the device is too short and will not fully snap into the device. Which will not let you charge the device unless you place it very carefully in the right position and then don't touch it. Had to buy an after market cable with an 8mm plug length to get it to charge. We bought 2 of the tablets and they both did the same thing. On one of the tablets we bought one of the magnetic plugs so that a younger children will not have problems with a loose plug."
2,Health & Beauty,,3,I like the batteries. Seem as good as the main brands - However I do not understand why amazon has to use such wasteful packaging in a bulk box. Why pack it in sets of 4 when package is a box. It does not serve any role and just adds to landfills.
2,Health & Beauty,,4,"THIS PRODUCT IS GREAT ,,,,EXCELLENT ,,I WOULD RECCOMENT THIS TO EVERYONE,,C CHIANESE"
2,Health & Beauty,,3,"Was a Gift to-for Another...but, They Loved IT also!!....driggs, 1/17/16"
2,Health & Beauty,,1,These batteries do not last long. I put some in a portable can opener and was able to open about 10 cans.
0,Electronics,5.0,3,Very pleased with the product and performance. Easy and fast to download content - such as movies and music. Took on a recent trip and now wished I had bought one sooner - fits right in back pocket of my DSLR camera bag. Only draw back was unexplained power loss - as described by other reviewers. After a day it came right back on - suggest it might be a recharging problem as after a full charge it is working fine again. For the price and content available - great buy.
0,Electronics,0.0,3,I got this for my one and two year old girls and I don't have any complaints! The battery life isn't great but I don't really mind that!
0,Electronics,0.0,3,"I love the product. I'm very happy but I would like even more if the page number was displayed when reading books on this tablet, in case I wanted to refer back to a certain page."
2,Health & Beauty,,3,Quite nice... last a reasonable time.
