example,label
"Buyer: Hi, is the pitcher in good shape? Seller: Yes, it is very well preserved. Buyer: Great. About how big is it? Seller: The pitcher is a pretty standard size compared to other pitchers. You can see how big the basin is in terms of scale in the picture, compared to the pitcher. Buyer: It is really nice, I would want to do about $29.00 on it, how does that sound? Seller: I'm sorry, I can't go that low. I'm willing to take $39 for it. That is a little over 20% off the price I originally stated. Buyer: Well, if I came cash and hand and picked it up myself, could you do $35.00? Seller: I accept your offer. Seller:  Buyer: Great, its a deal.  Buyer: ",furniture
"Seller: Good afternoon. Are you interested in the wall mount I have for sale? Buyer: Yes, I'm interested in the wall mount. Is the mount still sealed in the package? Seller: Yes, it is brand new in package. I bought it a few months ago, and never got around to mounting the TV on the wall, and decided the TV is fine on it's stand. So, I'm outside the return window. Buyer: Understood. Would you be willing to accept $81 for it? Seller: Absolutely. Can you come pick it up today? Seller:  Buyer: Yes I will come get it today! Buyer: ",electronics
"Buyer: Hi is the mattress still available? Seller: Yes, it is. I am asking $120 for it, and if you ask me it's a steam. It's in perfect shape and with an addition of a foam layer, perfect for any type of sleeper.  Buyer: Due to my recent move, my budget is tight.  This seems like a great deal, but would you consider less? Seller: I do understand budgets these days. I'm willing to go $110 but you would have to come out and pick it up yourself.  Buyer: Okay, you've got a deal!  Thank you for your understanding!  Seller:  Buyer: ",furniture
"Seller: Hello Buyer: Hello are you still selling the Settee? Seller: Yes, I am. I am asking 200 dollars for it, but I am willing to listen to offers and make a deal. Buyer: Sounds good. What does the wear and tear look like on it though? What kind of condition is it in? Seller: It is in good condition. There are no holes, or scratches.  Buyer: How long have you had it for?  Seller: Only a year and have barely sat on it. It is like new. Buyer: Oh okay that's good. Could you come down on the price at all? I've seen some used ones going for a lot less. Seller: Sure. How much would you like to pay for it? Buyer: Could you do it for 80? Seller: How about 100 and I will deliver it to you myself? Buyer: Okay we have a deal! Buyer:  Seller: Good Seller: ",furniture
"Seller: Hello, are you interested in this vehicle? Buyer: Yes I am.  Does the vehicle have a sun roof? Seller: No sun roof, they were notorious for leaking so when I picked up the vehicle I chose a model without the sun roof. Buyer: Okay.  I was really hoping for a sun roof.   Could you do $3400? Seller: Well, that's a little less than I was hoping for. Could you come up to $3750? Buyer: I can come up to 3450 Seller: Everything in this car runs great, and I'm willing to have it cleaned and detailed. I'll even throw in a little pine tree air fresher, and whatever cd is still in the cd player. All that, for only $3650? Buyer: Can we meet in the middle at $3500? Seller: Well, I could go as low as $3600, if you're willing to come pick the car up yourself? Buyer: Yes I can pick it up myself. Seller: Okay, well, if you'll come pick it up, I'll do $3550. Buyer: Pefect. Buyer:  Seller: Okay, great :) Seller: ",car
"Seller: Hi, you are interested in the vanity? Buyer: Yes I had some questions about it, what condition is it in? Any wear and tear? Seller: There are some nicks in the finish so it would need refinishing. There are a few minor scratches but they are shallow and they don't penetrate the wood. Buyer: I see. Would you be willing to lower the price at all? Seller: I'm willing to negotiate as long as the price is fair. What price did you have in mind? Buyer: Well considering the damage on it would you take like 300? Seller: Sorry, I can't let it go for that price. Keep in mind the damage is superficial the varnish is coming off where I spilled the polish, but the piece is in good shape. It's over 70 years old and they don't build them like this anymore. Buyer: You know I really like how it looks so I'll go up to 400. Seller: I could let it go for $500. Buyer: That's a little too high for me how about 420? Seller: Sorry. $500 is already $150 off Buyer: 435 final offer! Seller: Sorry. No. Seller: ",furniture
"Seller: hi, you like mountain biking? Buyer: I do, I'm trying to replace my current bike.  I'm on a bit of a tight budget, are you flexible on the price? Seller: i can go down a bit, but not too much... it's a Trek with shimano levers, in very good condition... how about 280 Buyer: I can do $280 if you throw in a new helmet, deal? Seller: sure, no prob. done Buyer:  Seller: ",bike
"Seller: Hey there, you're interested in my phone? Buyer: Yes, I am. Is it new in box? Seller: Yup, we receive them unlocked so it's in mint condition and we're really just an authorized resaler. What's your budget? Buyer: My budget is between $525.00- 650.00. Seller: Oh okay, so 680? I'm not sure I can go lower without upsetting my manager because these sell pretty quickly. Buyer: Does it come with the ear buds and charger?  Seller: Of course, it's all set in the box. I can even include a screen protector and case. Buyer:  Seller: ",phone
"Seller: Hi...Willing to let you STEAL this crib for $110...  :)   Buyer: What condition is the crib in? Seller: It's in excellent condition because my toddler son....he slept in it maybe four times....TOTAL.  He's decided he'd rather curl up with Mom & Dad every night---but now he's big enough for a toddler bed...  unloading this crib--basically brand new for nothing practically.... Buyer: Okay that sounds really good. Are you willing to work with me on the price a little bit? Seller: Sure---what can you offer? :) Buyer: Would you be willing to take $90 for it? Seller: If you don't mind coming to pick it up, I'd be willing to take $95, would that work for you? :) Buyer: How about 90 if I come to pick it up Buyer:  Seller: Oh...doh...all right....but can you bring me some Starbucs? Seller: ",furniture
"Buyer: Hello, do you still have the SD card Seller: I do, are you interested in it? Buyer: Yes I am whats your bottom dollar on it? Seller: At the store they're selling for 100 so not much lower.  Buyer: I don't have a lot to spend here and I need one really bad. Seller: $65? Buyer: I was thinking more like $25 Seller: For 200Gb? I can't go that low. Do you have anything you could trade?  Buyer: I can do $37 a Nintendo Game Cube that's in great shape. Seller: Well, I don't really do those games but my nephew might like that. Okay, 37 is fine Seller:  Buyer: Thanks for everything!! Buyer: ",electronics
"Buyer: hello Seller: Hello. I see you interested in my Futon! Buyer: Yes, what kind of condition is it in? Seller: The item is in great condition i will also include two covers for it and deliver it to you  Buyer: Wow that's great. Would you consider taking $110 for it? Seller: Yes i would accept that if I can deliver it today for you Buyer: Sounds great. Buyer:  Seller: ",furniture
"Buyer: Hello, im very interested in your Nokia Lumia. I had been looking for one for a long time! Seller: It is an awesome phone. 32gb of memory and fully functional despite the crack Buyer: Does it come with a charger? Does the camera work well? Seller: Yes. I have the charger and the camera works great.  Buyer: I can offer 42. How does that sound? Seller: Would you be able to do $50 if I deliver to you? Buyer: $48 and we have a deal Seller: Sounds good! $48 it is! Buyer:  Seller: ",phone
"Seller: hi Buyer: hi can you go any lower on the price of the hutch?  Seller: hi... were just supposed to agree on a price. It said it was new for 1200, now its used for 3 months. Id say its worth 600? Buyer: It looks like it takes up an awful lot of space, but I'm willing to take it off of your hands today. My truck is pretty big.  Seller: what would you like to offer Buyer: I can pay $180 to pick it up today or $215 next week. Seller: ill take 180 today. Buyer: great. Buyer:  Seller: thank you. Seller: ",furniture
"Seller: So you're looking for an apartment? Buyer: yes I am Seller: Well, the price is $2480. Is that something you would be interested in? Buyer: That seems a bit steep for the amount of space. I was looking more in the range of $2000 Seller: If you can sign by the end of the day today, I can let the place go for $2200. Buyer: I am definitely interested but it just out of my range I'm afraid.  I would be willing to go to $2100 per month and sign today. Seller:  Buyer: Excellent. I accept that offer.  Buyer: ",housing
"Buyer: hello Seller: Hi! How are you today? Buyer: I am good how about yourself? Seller: Not too bad. I see you're looking at the vanity and dresser? Buyer: Yes, i am. can you please tell me more details about the vanity and dresser? Seller: Sure, I've had it for a while, it has four large drawers. Two are on the left side and two are on the right. The surface of the desk is light brown, the same color wood as the rest of it. Very heavy item but looks and works great in any room! Buyer: ok. i see that you are asking $650. is that your final price? i can pay you $325 right not for them Seller: It's not my final price but $325 is definitely too low for me to afford right now. I also knocked off $125 off the price already due to the nail polish spill. I am thinking more in the $575-600 range. How does that sound? Buyer: it is still on the high side. how about $490 Seller: You drive a hard bargain! How about we meet in the middle at $530 and I'll personally deliver the vanity. I own a truck and my son can come help me move it wherever you'd like! Buyer: Let's do $500.  Seller: Sounds good Buyer: thank you! Buyer:  Seller:  Seller: ",furniture
"Buyer: I'm really intersted in the chairs. Are there any scratches? Seller: There are a few minor scratches on some of the chairs Buyer: How about the cushions, any holes? Seller: No.  We reupholstered them after we purchased the chairs last fall Buyer: Cool. I was hoping you would be willing to let them go for a little below your listed price. Seller: I'm willing to negotiate, but I'm not going to accept an unreasonable offer.  Even with the scratches they're still nice chairs! Buyer: I believe you. I want to make sure it's a fair price. You want about 26 per chair, I was hoping to get them for about 18 per chair.  Seller: Would you be willing to split the difference at 22 per chair? Buyer: I was hoping to pay less because I don't have a truck so I will need to pay a friend to pick them up.  Seller: Well, I could deliver them a little bit further than Hayward, if that helps Buyer: That acutally would help. Would you be willing to do that for the $22 per chair? Seller: Yes Buyer: Great, I'm just a little outside of hayward in union city so it's not too far. Would tomorrow be good. I can work around your schedule. Seller: I'm free all day tomorrow, so that would work for me! Buyer: Great, thanks. I'm going to input the offer now at $132. Seller: Sounds good -- is that going to show up on my screen too?  Based on the instructions it looks like it should Seller:  Buyer: ",furniture
"Seller: Hi, I understand you are interested in my wireless speaker for sale? Buyer: 7$ if you can come pick it up",electronics
"Seller: I see you are interested in one of our beautiful apartments! Buyer: I am interested in your apartment.  Yes, can you tell me more? Seller: We offer 12-24 month leases, laundry facilities, a pool, and and updated kitchens. We pay water, garbage, sewage and all HOA fees. Buyer: I will need one for 12 month lease, and my budget right now is $1330. Seller: I am unable to go that low but maybe we can meet in the middle somewhere. How does $1600 sound? Buyer: That is better, I just have moved and need a little room for adjustment. I am glad you pay the fees. Buyer:  Seller: ",housing
"Seller: Good morning Buyer: good morning.  What is the height of the bike at the lowest seat level? Seller: 29 inches Buyer: Does the frame have any rust at all? Seller: No.  The entire bicycle is rust free.  It has been kept indoors at all times. Buyer: Other than the brake handles, have any other parts been replaced? Seller: No.  The brake handles were replaced a number of years ago and the tires are new, but otherwise, the bicycle is original. Buyer:  Seller: ",bike
Buyer: Are there any other defects other than the door handle? Seller: none that i am aware of Seller: ,furniture
"Seller: Hello, are you interested in the dining room table I have listed? Buyer: I noitice that your list price is $95, would you consider taking a lower offer? Seller: Yes, I will consider it, however I believe $95 is quite fair because the table to quite big and it includes 4 chairs as well. Buyer: Yes, it would be a fair price but the table has scratches and I have to pick it up myself.  Seller: The scratches are extremely minor, but what is your offer? Buyer: I would like to offer $40 Seller: I wouldn't be able to accept anything lower than $80.  Buyer: Do you think we could meet in the middle at $60? Seller: I think $80 is more than fair for this table and chairs. Buyer: ",furniture
Buyer: Is there any scratches on this? Seller: No scratches or marks. It is in great shape. Buyer: Do you know how old it is? Seller: About two and a half years. There were no pets or smoking in the home. Buyer: Any wiggle room on the price? Seller: I can go a little bit lower. Would $75 be acceptable?  Buyer: I was looking for more towards 60 Seller: Would you be interested in $68 if I throw in a wooden DVD storage unit with the same finish? Buyer: Yes actually I would love that! Seller: Sounds great. Thank you for your time and patience. Seller:  Buyer: ,furniture
"Buyer: HI, I'm interested in your 06 Escalade Seller: How does 8000 sound? Buyer: Sounds like too much.  How about 7000 Seller: No way I can't do that, we had some work done on it including the engine, the grill, as well as the nice rims. How about 7950? Buyer: I can't do that much.  The most I can offer is 7500 Seller: 7600 and you have yourself a deal Buyer: ok Buyer:  Seller: ",car
"Buyer: Hello, I am interested in learning more about the condition of the home theater system Seller: It is brand new and in great condition Buyer: Great, are you flexible on price? This is an older model, so I think $40 is fair.  Seller: I wouldn't take less than 75, they are a very good brand Buyer: What if I picked it up myself, and threw in a JBL speaker set, could you accept 50 then ? Seller: It is for pick up only and I have no need for a speaker set. Buyer: So there is no real flexibility or negotiation potential to come down below 75? Work with me here, I know that this is a good brand, but the box is beatup and you could simply resell the JBLs just like these.  Seller: How about 65?  Buyer: Agreed, deal. Seller:  Buyer: ",electronics
"Buyer: Hi am interested in your bed and night stand set are they still available? Seller: Yes actually I still have them.  Buyer: Can you tell me a little more about them.  Like why are you selling them if they are brand new and is there any damage that you are aware of? Seller: They are brand new and still in the box, we just didn't need them after all and don't really have the room. Buyer: They really are pretty but a bit out of my price range.  Would you be willng to take $150 for them?  I am also going to have to get someone with a truck to pick up so it may be a day or two. Seller: 150 is going to be much too low, remember these are brand new in the box, I can come down to 325 if that helps you out. Buyer: That is still way to high for me.  I could maybe go as high as $250 if you would be able to deliver. Buyer:  Seller: ",furniture
"Buyer: Hello Seller: Hi, how you doing? Buyer: Good. So are you looking to sell this for 25 dollars? Seller: Yes I'd like to get 25 but I'm willing to negotiate.  What would you offer for this storage unit? Buyer: I would like to go only as high as 22 dollars. Would that be okay with you? Seller: Make it 23.50 and I'll deliver it to your door. Buyer: You got yourself a deal. Thank you very much. Good doing business with you. Seller:  Buyer: ",furniture
"Buyer: hi is this the whole bike or just the rod brake system? Seller: It is the whole bike Buyer: Sorry was hard to tell , it looks slightly rusted, is it in usable condition?",bike
Buyer: Hi. What condition is this? Seller: Still like new. I was well used Buyer: I would like to offer you $15 dollars right now and I will come right now in pick it up myself. Seller: Lets go for $18. There is absolutely nothing wrong with the cot frame and it is of very high quality Buyer: I will do that since it is pretty much new Buyer:  Seller: ,furniture
Buyer: yes Seller: Hello! Are you interested in the chair? Buyer: yes Seller: It has been used but is in good condition. I do have cats just in case you have allergies. I am asking $50.00 Buyer: okay Seller:  Buyer: ,furniture
"Seller: hello Buyer: Hi, I'd like to know what condition the tables are in. Seller: of course, They are in excellent condition, no scratches or marks Buyer: Is there a wobble to them? Is there anything underneath the tables? Seller: they have rubber feet on the ends /bottom. no wobble very stable and great condition .",furniture
"Seller: how many owners for this car Buyer: You are the one selling it to me Seller: I mean, I've been the only owner of this nice car",car
"Buyer: HI I am interested in your bike but I am  only 5'4"" , do you think I could hande it? Seller: The seat can be slightly adjusted, so it should be fine. Buyer: Ok. How is the condition? Any scratches, dents or bad tires? Seller: The tires are brand new, so no issues there. The frame has some tiny scratches, but nothing structurally compromising.  Buyer: That sounds great, I would like to offer you 100.00 for it and I could come get it today with the cash. Seller: I'm afraid I can't go below 150; the tires alone cost me $50.  Buyer: Ok, more than I want to spend but since it is in such good shape, I can give you 150.00 Seller: Deal Buyer: Thanks Buyer:  Seller: ",bike
"Seller: Hello Buyer: Hello! I am interested in you Cannondale Ironman bike Seller: Is this your first Sports Bike? Buyer: No I have one other bike! Seller: Wel I tell you, You are going to love this one... This girls been really fun... Buyer: What are you asking for it?",bike
"Buyer: hello Seller: Hello, are you interested in buying this vehicle? Buyer: yes indeed, I like the color too  Seller: Great, well, I think you'd enjoy this car, and it's a steal at $12000. Buyer: yeah thats the problem, I ve been checking my cash and I don't have that much Seller: Well that's okay, I take credit too :) Buyer: yeah I have a problem with that too, I already maxed out, so let's try and find a solution, how about 9 large Seller: Friend, check out the description of this fine automobile that I posted. It's got a new radiator, fresh tires, I mean, the list goes on! Buyer: but friend it's 8 years old, so what about 9850, i think it's fair and I will take care of the delivery charges Seller: Okay, I think that is a fair deal. Seller:  Buyer: ok I guess we could write one more line so we don't get rejected Seller: I'm not sure what you could possibly be referring to? Buyer: because sometime the computers could find out it's was done too quickly and might refuse this , and we have to do it again , you will see in futur tasks Buyer: ",car
Seller: I don't have a 2014 Nissan but a 2012. How low can you go with a trade?  Buyer: 5200 Seller: Mine is also one owner and mint. Would you consider a trade and 3500? Buyer: 5100 Seller: I could do 4000 Seller:  Buyer: ,car
"Buyer: I'm thinking maybe $1400 woudl be a good deal, I like what you got there. but it's a little small Seller: It may seem small but it is a great community and well maintained. I could lower the rent to 1750 Buyer: 1200 is really small for this area. All your neighbors are in larger places and have around $1750 rent. How about 1725 and we call it a deal? Buyer:  Seller: ",housing
Buyer: Hi. What condition is this bike? Seller: Hello it is in used but great condition. I have always maintained the cleaned the bike . Buyer: I would like to offer you $125 cash right now and I can be on my way there now. Seller: The offe is a bit low. I just had it full serviced and bought new tires for it.  Buyer: Would you accept $150? Seller: Give me $170 and I will give you a brand new rain cover for it. How does that sound? Buyer: Sounds good. Can you meet right now? Seller: Yes sure. Buyer:  Seller: ,bike
Seller:  Buyer: HI. I'm really interested in your Iphone 5. Does it have any obvious wear or dents? Seller: Hi! No it is in good condition. Buyer: I would love to buy it but $90 is a little more than I can afford right now. WOuld you be willing to sell it for $75 Seller: I would go down to 85 Buyer: Is there any chance we could meet in the middle at $80? Seller: I think that sounds fair so yes. Buyer: great! thanks! Seller: ,phone
"Buyer: Nice Mercedes Benz. I am looking for a car like that. How is the condition? Seller: I have taken very good care of the car. It is sweet! Buyer: I am looking for a car in the 13-14.5k range. Should I be looking at this one? What is the price? Thanks Seller: I'm asking 20k, but I'm in a rush to sell. Give me 17.5k today and I will deliver the car right now. Buyer: Because of the condition - I think I will take it. Lets do it! Seller: Great! Seller:  Buyer: ",car
"Seller: Hi! Look at this amazing table! I'm only asking $300 for it. Buyer: Is it in good shape? Seller: Not only is it in excellent shape, but Dua Lipa engaged in intimate relations with a random groupie on it just yesterday! That has nothing to do with why I'm selling it, though. Buyer: That seems a little high. Can you come down some? Seller: I sure can, but you'll need to pick it up.  How does $288.69 sound? Buyer: Well, I don't mind picking it up, but I was thinking more like $200. Seller: I'm not sure I can go that low. How does $260 sound? I'll even throw in pictures of Stanford alumni! Buyer: I don't really need the picture. Do you have chairs that match? Seller: Actually, I do, though there are a couple stains on them.  I can throw them in, at the $260 price point. How's that sound? Buyer: How about 210 without the chairs? Seller: That's tempting; this is 123 inches of polished wood, and very hard and strong.  Will you meet me at $240? Buyer: Can we do $240 with the chair? Seller: We absolutely can! The sooner I get rid of the evidence, the better!  Seller:  Buyer: ",furniture
"Seller: Hi how are you? Buyer: Good and you? Seller: Very well thanks! Are you interested in my offer? Any questions? Buyer: I am! It sounds good but people don't sell vehicles unless something is wrong with them soooo.... what is it's dings, bumps, bruises, quirks? Seller: Nope absolutely nothing wrong with it I am simply upgrading! You are welcome to schedule an appointment to get it checked or take it for a test drive. Buyer: That would be perfect! Would you take $2500 for it? Seller: No nothing near that low for a car this nice it only has 60000 miles on it and is in beautiful condition. Buyer: It is almost 8 years old and only has 60000 miles??? Did you ever drive it? How about $3000 Seller: My commute is only 5 miles and no that is less tham half my offer. Buyer: Alright then half of your offer $3500 Seller: No i;m afraid you will have to look elsewhere the lowest I'll go is 6000. Buyer: At 8 years old the depreciation is 80% from it's original price as well as parts normally wear out between 8 to 10 years so although you may have a beautiful car it will begin to fall apart soon. $6000 is too much for an 8 year old car. I can go $3750 Seller: ",car
"Buyer: Hi there, I love that vintage trunk you have! Any info you can give to me about it, and a price you're looking to sell for? Seller: Hi and thanks for your interest!  Buyer: How much are we talking here? Im looking to spend no more than like 225 on it, is that reasonable for you? Buyer:  Seller: I'm willing to let it go for 250. It was a Rattan trunk from the South Pacific and WWII. This is very versatile and can be used as many things!! Buyer: ",furniture
"Buyer: HJi how old is the bike? Seller: Hi there, are you interested in the bike? Buyer: yes where did you buy it from orginally? Seller: It is just over a year. I bought it from the schwinn factory directly. Buyer: did you have to make any repair? are all the parts orginigal? Seller: I have newly installed rim tapes, inner tubes, derailleur cable.  all new parts. it is in good condition if that is what you are worried about. Buyer: who will deliever the bike? Seller: I think we can arrange that, i will take care of either delivering it or the shipping. I am asking 240$ witht he shipping included. Buyer: can you do $220? Seller: That seems fair. Deal. Seller:  Buyer: ",bike
"Buyer: HI! I'm interested in your truck. What can you tell me about it? Seller: Everything in the Truck works okay except the AC that just sttopped working and it is not something expensive to fix. Its jut to top up the Gas Buyer: I see. That would be out of pocket for me, but I guess I can work with it Since the truck is 15 years old, would you be willing to take $10000 for it? Seller: If you will come pick the Truck up yourself i can consider that Buyer: That sounds great! I can make a cash offer of $10000 and pick it up today. Seller: Oh great. Deal then Buyer:  Seller: ",car
"Seller: Hi, how are you doing this afternoon? Buyer: Hi, Im good thanks. I'm really interested in your speakers. Do you mind If I ask a few questions about them? Seller: absolutely not, go right ahead. Buyer: Lol. How long have you had them, I'm trying to get an idea for the year they are from. Seller: I haven't had them too long, maybe like 4 months and I've just also updated the foam that surrounds them so they are banging at the hardest possible! Buyer: Cool, I have a place all cleared out for them on a shelf in the living room but the shelf isn't adjustable. Can you tell me how tall these are, and about how much they weigh? Seller: They are about 3 ft tall and then they weigh like 10-15 lbs a piece.  I also added polyfill enclosures so they are banging again - not kidding! Buyer: That's great. Could you part with them for $90? Seller: That will work for me! I will send you the offer. Seller:  Buyer: ",electronics
"Seller: Hello Buyer:  Buyer: hello how are u Seller: I am quite well, just trying to sell this fantastic bluetooth speaker Seller: ",electronics
"Buyer: Hello, I like the room! Seller: Hi. I am glad you did. Are you interested?  Buyer: I am , can you tell me some more about it. I am a student and would like a room near campus. Seller: its a great room for a student. Its spacious, has a kitchen and bathroom, has a study room, a community room with tv and games to enjoy with your friends, etc. Its a great deal! Buyer: DOes $979 sound doable for this? I am on a tight budget. Is there room to negotiate? Seller: I can do 1000  Buyer: Is it near the bus routes too? Seller: yes it is you can't go wrong with the location  Buyer: Ok then the $1000 would be better. Buyer:  Seller: ",housing
"Seller: hello? Buyer: Hi! Seller: I am interested in the apartment, does it come with parking ? Buyer: Mine is about a bike... haha Buyer: ",bike
"Seller: Hi, there. Are you interested in the bike I have for sale? Buyer: I'm interested in your bike. I can only afford 500. Maybe I can throw in something else to barter to make up for some cash. I have a flat screen tv 50 inch. Seller: What is the resolution? Is it a smart TV and what is the condition? Buyer: 1040hd, It's only a few months old. Hardly used it. It's not a smart Tv. Seller: Unfortunately, I can get a 50"" 4K smart TV for under $500, so selling the bike at $500 doesn't really help me out. I'm willing to take the TV and sell you the bike for $630, or you keep the TV and buy the bike for $840 Buyer: 600? I'll come right now with the cash! Seller: $600 and I get the TV? Buyer: Yes! Seller: OK, I accept your offer. I'll send you an official offer for $600 now. Seller:  Buyer: ",bike
"Seller: Hi! Buyer: Hello. How are you? Seller: Great thanks! I am selling this great piece for a cheap price. It is going for $250. Buyer: So you found this trunk in a second hand store? Seller: Yes it was incredible! I love the piece and it is a shame that it has to go! But we want someone else to experience its beauty! Buyer: Could I pick it up today, with cash? Seller: Ok, I will give it to you for two easy payments of $124.99! Buyer: How about $210 all at once? Seller: Oh! That is a tough one! How about 225, and we have a deal! Buyer: Fine.  That'll do. Buyer:  Seller: ",furniture
"Buyer: HI I am interested in the bike, is it in good condition Seller: Yes. It's a full size bike. I've only had it for 2 months.  Buyer: Great I would like to come see it would you take $270 for it, it is quit a long drive for me to drive there Seller: Sure. I'd be willing to let it go for $270.  Buyer: Great I can come pickup today thanks Buyer:  Seller: ",bike
Buyer: I would like to know more about this chair Seller: Its a great chair with lots of support. It was made by Herman Miller. Buyer: What condition is this item in Seller: Great condition! Lightly used. Buyer: What is the least you would accept Seller: Probably 370 and I will deliver it. Buyer: Deal I will send the offer! Buyer:  Seller: Do we have a deal? Buyer: Yes Seller: Should I deliver it? Buyer: Yes Seller: Good! Deal! Seller: ,furniture
"Buyer: how long have you had them? Seller: Not long at all  - they are in mint condition! Buyer: do you have the original box? Seller: I have all of the original packing supplies - I am moving and just won't need them which is why I selling them at such steal. Buyer: Will you take $87 for them? Seller: I appreciate the  offer, but I can't sell for less than 170 ( they cost me 295!) Buyer: But they're used so $170 is a little too high. Taking into consideration the fact that they're used, I think $100 sounds fair enough Seller: I've gt some other folks interested, so if you can't do 170 I understand completely. I'll do it for 160 though if you want to pull the trigger now Buyer: I can pay you $120 cash right now but that's my final offer Seller: I'll do 150 and we can just end this now and move on Buyer: 150 works Buyer:  Seller: ",electronics
"Seller: Hello how are you today? Buyer: I am doing well. I am interested in your bike you have for sale. I was wondering about the condition, is it road worthy?  Seller: Hi yes absolutely its road worthy. Maybe the tires might need to be changed in the long run, but otherwise its as great as new Buyer: In looking at comps, this bike i valued at far less. Because it needs new tires and there is no mention of upgrades, would you take 600?  Seller: $600 is too too less for what you're getting. I can probably give it to you for $800 Buyer: Could we split difference and go $700? I can come pick up.  Seller: This is a model of the year 1987 and we know old is always gold. I can sell it for $800 nothing less than that sorry.  Buyer: I will $800, if you are willing to meet me in a central location that works for both of us.  Seller: Absolutely we can work that out not a problem on my side! Seller:  Buyer: ",bike
"Buyer: Hello. Has this case been used before? Seller: No, it's new. 25 bucks is a steal  Buyer: 25 is bit high for me. Would you be willing to accept 23? Seller: you know what? only because i'm a nice guy. deal  Buyer:  Seller: ",phone
Seller: Hi - are you interested in my car? Buyer: Hello i saw your post for your 2014 dodge charger featurig heated leather seats. I'm curious as if it's been insepected and if everything is running great Seller: Everything works as it should and has been serviced at regular intervals.  If you would like to have your own mechanic take a look I'd be open to that as well. Buyer: I will provide one when if i come to check on it just to make sure.i'd love to go 19000 as i spent my life savings on chocolate and running on a budget right now. Do you think that's possible? Seller: I need to get something more family friendly now that my wife and I are expecting our first child.  I could go 22000 Buyer: Thank you for lowering the price but it's still a little too high how about 21000 i should be able to do that does that sound good? Seller: I'm willing to do 21000.  Let's set up a time for you to come have a look. Buyer: Can you do 4:20 PM thursday? Seller: Sounds like a plan Seller:  Buyer: Fantastic. Thank you for your time and have a great day! Buyer: ,car
Seller: Hello. Do you have any questions or concerns towards the bike? Buyer: Yes. What color is the bike and what type of condition is it in? Seller: It is black in good condition.  Buyer: How long did you have the bike? Seller: I  bought the bike new 3 years ago. I am willing to throw in some extras if that would help you decide. I have new tires and a carrying basket for a pet to go on the back. Buyer: Sounds great. Would you accept $35 for it? Seller: Sure. That sounds fine. Seller:  Buyer: ,bike
"Buyer: Hi, What condition is the chair in? Any stains are tears? How long have you had it for? Seller: It is in perfect shape.  I have had it for about 10 years but before that it belonged to my mother. Buyer: Would you be willing to go down to $60 for it? I have cash and can pick it up today. Seller: I'll tell you what I can do 65 for it.  Would that work for you? Buyer: Thats fair. We have a deal! Buyer:  Seller: ",furniture
"Seller: Hello, are you interested in the bike? Buyer: Hi I am interested in this bike. Are you still selling it?\ Buyer: Yes  Seller: It's still for sale! Do you have any questions? Buyer: How old is it?  Seller: It is 2-3 years old. Buyer: and is the ride smooth with it?  Seller: It depends on where you are riding it, but for the most part it is a smooth ride. Buyer: Are you willing to accept 1050 for it? Seller: That's  a little low as it is in excellent condition. I would let ie gor for $1350 if you were able to pick it up. Buyer: okay that works for me since its a great bike and something that i have been looking for motnhs Seller: Okay! Seller:  Buyer: ",bike
"Buyer: Hi. I've been looking to get into tandem biking and saw your post. The bike looks a little worn but like it might be good for a beginner like me. Seller: This bike is definitely a good option for a beginner. It does have some wear from normal use, but the brakes and chains are still great. Buyer: Around how many miles do you think it has on it?  Seller: Probably close to 200. It's a nice recreational activity to do with a friend or family member. Buyer: Hmm...your post makes it seem like there would be more. Would you be willing to take $100 on it? Seller: It's not our first one and haven't ridden this one in awhile. I was hoping for more since I replaced the seats and tire recently. How about $125? Buyer: I can handle that if you think you could give me a quick lesson on how to ride it. Seller: Sure, I love teaching people how to ride these. Buyer:  Seller: ",bike
"Seller: Hi were you interested in the listing? Buyer: I am Seller: Did you have any questions about it? Buyer: Are the floors new? Have there been any recent renovations done on the house? Seller: Yeah the house is newly renovated. The floors are not new but they are in good condition! Buyer: And roughly how old is the house? Seller: It's a newer unit, constructed 4 years ago. Buyer: Great! I believe that is all i need to know! Buyer:  Seller: Okay that's a really big offer but I'll take it! Seller: ",housing
"Seller: Hey there, you're interested in this beauty? Buyer: That's a nice looking car. What kind of interior are you working with? Seller: It's a sleek black, I think it's upholstery, do you like it? Buyer: It looks very nice but I'm worried about the engine. Have you had any accidents or major repairs done on it? Seller: Oh no way, we here at Best Auto Sale only resale cars like this one when the owner barely used it. I think the daughter of the previous owner dropped it off and sold it to us because her mother had died Buyer: Well I guess that's a plus for me. The price is a bit much for me. Would you be willing to go for $8000 Seller: I can do 9000, what's your budget? Buyer: I was hoping for $8000 so that I can have some left for the insurance but I can pull all my pennies together for $8500 Seller:  Buyer:  Seller: thanks for working with me, don't mean to push you dear",car
Buyer: Hello are you still selling the T3 Seller: Yes it is still for sale. Are you interested in it? Buyer: Yes I'm interested in it. Can you tell me if it's in good condition? Seller: Yes it is actually in pristine condition. Very much like new.  Buyer: That's good. Is it nice to ride would you say? Seller: It's a very good ride! Very smooth and enjoyable.  Buyer: Okay that's great. Would you be willing to come down on the price a little bit? Seller: I can only come down a tiny amount because it's really like new.  Buyer: Okay would you take 950 Seller: 1000 and we have a deal Buyer:  Seller: ,bike
